node_id,node_type,original_id,label
ingredient_18137,ingredient,fresh coconut grated for filling for garnishing,fresh coconut grated for filling for garnishing
ingredient_18138,ingredient,badam almond crushed coarsely,badam almond crushed coarsely
ingredient_18139,ingredient,cashew nuts crushed coarsely,cashew nuts crushed coarsely
recipe_18140,recipe,9719,Banana-Almond Butter Bread Recipe
ingredient_18141,ingredient,1 ripe bananas over ripe,1 ripe bananas over ripe
ingredient_18142,ingredient,2 almond butter,2 almond butter
ingredient_18143,ingredient,vanilla extract or almond extract,vanilla extract or almond extract
ingredient_18144,ingredient,chocolate ganache or melted chocolate,chocolate ganache or melted chocolate
recipe_18145,recipe,9720,Achari Paratha Roll Recipe
ingredient_18146,ingredient,3 potatoes aloo boiled and diced in cubes,3 potatoes aloo boiled and diced in cubes
recipe_18147,recipe,9721,Garlic Spinach Balls Recipe
recipe_18148,recipe,9722,Carrot Matar Paratha Recipe
ingredient_18149,ingredient,ghee for cooking the parathas,ghee for cooking the parathas
recipe_18150,recipe,9723,Eggplant Potato Alkaline Broth Recipe
ingredient_18151,ingredient,6 brinjal baingan eggplant cubed,6 brinjal baingan eggplant cubed
ingredient_18152,ingredient,15 shallots finely chopped,15 shallots finely chopped
recipe_18153,recipe,9724,Steamed Sweet Corn Recipe Flavored with Chaat Masala Recipe
ingredient_18154,ingredient,1 sweet corn whole on the cob,1 sweet corn whole on the cob
recipe_18155,recipe,9725,Mustard Egg Curry Recipe (Recipe In Hindi)
ingredient_18156,ingredient,1 1 2 1,1 1 2 1
recipe_18157,recipe,9726,Jalapeno Potato Cheese Balls Recipe With Four Pepper Cheese Dip
ingredient_18158,ingredient,potatoes aloo mashed refrigerated,potatoes aloo mashed refrigerated
ingredient_18159,ingredient,6 britannia cheese cubes cut into small pieces,6 britannia cheese cubes cut into small pieces
ingredient_18160,ingredient,3 sprig parsley leaves finely chopped,3 sprig parsley leaves finely chopped
ingredient_18161,ingredient,2 whole eggs whisked,2 whole eggs whisked
recipe_18162,recipe,9727,Masala Akki Roti Recipe - Spicy Rice Flour Flatbread
recipe_18163,recipe,9728,Maheri Recipe
ingredient_18164,ingredient,barnyard millet washed and soaked for 30 minutes,barnyard millet washed and soaked for 30 minutes
recipe_18165,recipe,9729,Eggless Wholewheat And Custard Powder Coconut Cookies Recipe
recipe_18166,recipe,9730,Oats And Date Cookie Recipe
recipe_18167,recipe,9731,Kashmiri Phool Rogan Josh (Recipe In Hindi)
recipe_18168,recipe,9732,Kongunadu Special Pattani Biryani Recipe (Green Peas Biryani From Kongunadu)
ingredient_18169,ingredient,3 4 cardamom elaichi pods seeds,3 4 cardamom elaichi pods seeds
ingredient_18170,ingredient,pearl onions sambar onions peeled and kept whole,pearl onions sambar onions peeled and kept whole
ingredient_18171,ingredient,4 green chillies slit lengthwise,4 green chillies slit lengthwise
ingredient_18172,ingredient,1 green peas matar,1 green peas matar
ingredient_18173,ingredient,coriander dhania leaves small bunch finely chopped,coriander dhania leaves small bunch finely chopped
recipe_18174,recipe,9733,Jowar Garlic Naan Recipe- Healthy Sorghum Naan
recipe_18175,recipe,9734,Allahabadi Tehri Recipe (UP Style Vegetable Rice)
ingredient_18176,ingredient,mixed vegetables mix of potato,mixed vegetables mix of potato
ingredient_18177,ingredient,1 black cardamom,1 black cardamom
ingredient_18178,ingredient,4 cloves garlic roughly crushed,4 cloves garlic roughly crushed
ingredient_18179,ingredient,1 inch ginger roughy crushed,1 inch ginger roughy crushed
recipe_18180,recipe,9735,Asian Style Honey Chicken With Vegetables Recipe
ingredient_18181,ingredient,chicken breasts cut into pieces,chicken breasts cut into pieces
ingredient_18182,ingredient,1 green bell peppers cut into squares,1 green bell peppers cut into squares
recipe_18183,recipe,9736,Tamatar Wali Arbi Sabzi Recipe
ingredient_18184,ingredient,colocasia leaves arbi boiled,colocasia leaves arbi boiled
ingredient_18185,ingredient,7 cloves garlic thinly sliced,7 cloves garlic thinly sliced
recipe_18186,recipe,9737,Rajasthani Govind Gatta Curry Recipe
ingredient_18187,ingredient,curd dahi yogurt to keep the dough moist,curd dahi yogurt to keep the dough moist
ingredient_18188,ingredient,khoya mawa grated crumbled,khoya mawa grated crumbled
ingredient_18189,ingredient,5 cashew nuts chopped,5 cashew nuts chopped
ingredient_18190,ingredient,khoya mawa grated,khoya mawa grated
recipe_18191,recipe,9738,Achari Aloo Sabzi Recipe - Potatoes In Spicy Pickle Masala
ingredient_18192,ingredient,4 potatoes aloo peeled and diced,4 potatoes aloo peeled and diced
recipe_18193,recipe,9739,Canadian Egg Free Butter Tart Recipe (Eggless)
ingredient_18194,ingredient,butter cut into small pieces,butter cut into small pieces
recipe_18195,recipe,9740,Palak Paneer Bhurji Recipe -Spiced Cottage Cheese Scramble With Spinach Recipe
recipe_18196,recipe,9741,Fujian Style Green Vegetables Stir Fry Recipe
ingredient_18197,ingredient,1 bok choy sliced big,1 bok choy sliced big
ingredient_18198,ingredient,button mushrooms cut into quarters,button mushrooms cut into quarters
ingredient_18199,ingredient,1 lotus stem thinly sliced,1 lotus stem thinly sliced
ingredient_18200,ingredient,5 cloves garlic sliced thinly,5 cloves garlic sliced thinly
ingredient_18201,ingredient,2 sprig spring onion bulb greens chopped,2 sprig spring onion bulb greens chopped
recipe_18202,recipe,9742,Petha Wadi Sabzi Recipe
recipe_18203,recipe,9743,Jain Style Dal Makhani Recipe
ingredient_18204,ingredient,milk low fat optional,milk low fat optional
ingredient_18205,ingredient,1 inch ginger cut to julienne optional,1 inch ginger cut to julienne optional
recipe_18206,recipe,9744,Adraki Rajma Masala Recipe - Rajma Masala Recipe
ingredient_18207,ingredient,rajma large kidney beans soaked for 8 hours,rajma large kidney beans soaked for 8 hours
ingredient_18208,ingredient,2 cloves garlic pounded using a mortar and pestle,2 cloves garlic pounded using a mortar and pestle
recipe_18209,recipe,9745,Aloo Methi Masala (Recipe In Hindi)
recipe_18210,recipe,9746,Muesli Banana Fritters Recipe
ingredient_18211,ingredient,2 nendra pazham banana ripe sliced in rounds or long angles,2 nendra pazham banana ripe sliced in rounds or long angles
recipe_18212,recipe,9747,Beet Carrot and Apple Salad in Orange Mustard Vinaigrette Recipe
ingredient_18213,ingredient,1 beetroot spiralized to thin noodles,1 beetroot spiralized to thin noodles
ingredient_18214,ingredient,1 carrot gajjar spiralized to thin noodles,1 carrot gajjar spiralized to thin noodles
ingredient_18215,ingredient,1 apple cored and spiralized to thin noodles,1 apple cored and spiralized to thin noodles
ingredient_18216,ingredient,6 walnuts,6 walnuts
recipe_18217,recipe,9748,Paneer Kundan With Recipe
ingredient_18218,ingredient,kashmiri red chilli powder adjust,kashmiri red chilli powder adjust
ingredient_18219,ingredient,1 tomatoes finely chopped,1 tomatoes finely chopped
ingredient_18220,ingredient,rose petals dried,rose petals dried
recipe_18221,recipe,9749,Mango Tomato Bean Salsa Recipe
ingredient_18222,ingredient,2 tomato diced after removing the seeds,2 tomato diced after removing the seeds
recipe_18223,recipe,9750,Guacamole Soup Recipe - Spiced Avocado Soup
ingredient_18224,ingredient,3 avocados ripened,3 avocados ripened
ingredient_18225,ingredient,5 6 pickled jalapenos pickled or 2 long green chillies,5 6 pickled jalapenos pickled or 2 long green chillies
ingredient_18226,ingredient,corn flour tortilla as needed,corn flour tortilla as needed
ingredient_18227,ingredient,whole black peppercorns crushed as needed,whole black peppercorns crushed as needed
recipe_18228,recipe,9751,High Protein Soya Idli & Dosa Batter Recipe
recipe_18229,recipe,9752,"Bread, Paneer & Potato Instant Vada Recipe"
recipe_18230,recipe,9753,Baingan Methi Ka Bharta Recipe
recipe_18231,recipe,9754,Boondi Ki Kheer Recipe
recipe_18232,recipe,9755,Carrot Beet Amaranth Super Salad Recipe
ingredient_18233,ingredient,beetroot julienned,beetroot julienned
ingredient_18234,ingredient,carrots gajjar julienned,carrots gajjar julienned
ingredient_18235,ingredient,amaranth seeds rajgira lightly toasted,amaranth seeds rajgira lightly toasted
ingredient_18236,ingredient,tahini for dressing,tahini for dressing
ingredient_18237,ingredient,dried figs chopped,dried figs chopped
recipe_18238,recipe,9756,Kale Chane Ki Kadhi Recipe - Black Chickpea Kadhi
ingredient_18239,ingredient,gram flour besan besan,gram flour besan besan
recipe_18240,recipe,9757,Chicken Burrito Recipe
ingredient_18241,ingredient,chicken cut into stripes,chicken cut into stripes
ingredient_18242,ingredient,1 2 green bell pepper capsicum,1 2 green bell pepper capsicum
ingredient_18243,ingredient,1 2 red bell pepper capsicum,1 2 red bell pepper capsicum
ingredient_18244,ingredient,1 2 yellow bell pepper capsicum,1 2 yellow bell pepper capsicum
recipe_18245,recipe,9758,Anar & Aloo Pakora Recipe
recipe_18246,recipe,9759,Raw Jackfruit Kofta Curry Recipe - Kathal Kofta Curry Recipe
ingredient_18247,ingredient,jackfruit raw kathal cut into pieces,jackfruit raw kathal cut into pieces
ingredient_18248,ingredient,5 tomato chopped,5 tomato chopped
ingredient_18249,ingredient,2 onions optional,2 onions optional
ingredient_18250,ingredient,sunflower oil as required or ghee,sunflower oil as required or ghee
ingredient_18251,ingredient,fresh cream as required,fresh cream as required
recipe_18252,recipe,9760,Jeera Rice Recipe - Cumin And Ghee Flavored Rice
recipe_18253,recipe,9761,Dahi Achari Bhindi Recipe - Dahi Achari Bhindi Recipe
recipe_18254,recipe,9762,Broccoli With Lemon Butter Sauce Recipe
ingredient_18255,ingredient,1 broccoli cut into smaller florets,1 broccoli cut into smaller florets
ingredient_18256,ingredient,4 whole black peppercorns ground,4 whole black peppercorns ground
ingredient_18257,ingredient,fresh herbs i used cilantro,fresh herbs i used cilantro
recipe_18258,recipe,9763,Paasi Paruppu Beans Poriyal Recipe - Moong Dal & French Beans Stir Fry
ingredient_18259,ingredient,green beans french beans chopped finely,green beans french beans chopped finely
ingredient_18260,ingredient,yellow moong dal split soaked in water for 20 minutes,yellow moong dal split soaked in water for 20 minutes
ingredient_18261,ingredient,2 fresh coconut grated,2 fresh coconut grated
ingredient_18262,ingredient,1 pinch asafoetida hing a pinch,1 pinch asafoetida hing a pinch
recipe_18263,recipe,9764,Sesame Seeds Chutney (Recipe In Hindi)
recipe_18264,recipe,9765,Buckwheat and Oatmeal Chocochip Pancakes Recipe (Eggless)
ingredient_18265,ingredient,maple syrup sugar to taste,maple syrup sugar to taste
ingredient_18266,ingredient,mixed fruits sliced,mixed fruits sliced
recipe_18267,recipe,9766,Banana Cream Pie Recipe
ingredient_18268,ingredient,2 ripe bananas big ones and sliced,2 ripe bananas big ones and sliced
ingredient_18269,ingredient,1 pinch cocoa powder to garnish optional,1 pinch cocoa powder to garnish optional
ingredient_18270,ingredient,5 egg yolks,5 egg yolks
ingredient_18271,ingredient,heavy whipping cream or non dairy cream,heavy whipping cream or non dairy cream
recipe_18272,recipe,9767,Vegetable Biryani Recipe With Chatpata Aloo
ingredient_18273,ingredient,3 to 5 green chillies adjust,3 to 5 green chillies adjust
ingredient_18274,ingredient,3 red yellow or green bell pepper capsicum,3 red yellow or green bell pepper capsicum
ingredient_18275,ingredient,1 carrot gajjar cut into julienne,1 carrot gajjar cut into julienne
ingredient_18276,ingredient,ghee to garnish,ghee to garnish
ingredient_18277,ingredient,2 potatoes aloo chopped into cubes,2 potatoes aloo chopped into cubes
ingredient_18278,ingredient,lemon juice from 1 lemon,lemon juice from 1 lemon
recipe_18279,recipe,9768,Healthy Fresh Vegetable Salad Bowl with Sour Yogurt Dressing Recipe
ingredient_18280,ingredient,cherry tomatoes sliced,cherry tomatoes sliced
ingredient_18281,ingredient,1 english cucumber sliced,1 english cucumber sliced
ingredient_18282,ingredient,1 sprig parsley leaves chopped,1 sprig parsley leaves chopped
recipe_18283,recipe,9769,Farali Aaloo Pattice Recipe
ingredient_18284,ingredient,5 potatoes aloo boiled,5 potatoes aloo boiled
ingredient_18285,ingredient,roasted peanuts moongphali grounded,roasted peanuts moongphali grounded
recipe_18286,recipe,9770,Himachali Pahari Mutton Recipe
recipe_18287,recipe,9771,Lagan Ki Machli Recipe - Delicious Pomfret Curry
recipe_18288,recipe,9772,North Arcot Special Greens Rava Puliyodharai Recipe - Broken Wheat / Dalia Puliogare
ingredient_18289,ingredient,5 7 cashew nuts halved,5 7 cashew nuts halved
recipe_18290,recipe,9773,Chow-Chow Kothamalli Chutney Recipe - Chayote Coriander Chutney
ingredient_18291,ingredient,1 chow chow chayote squash diced,1 chow chow chayote squash diced
recipe_18292,recipe,9774,Gujarati Style Multigrain Masala Kadak Puri Recipe - Masala Mathri
ingredient_18293,ingredient,1 whole wheat flour or multigrain flour,1 whole wheat flour or multigrain flour
recipe_18294,recipe,9775,Strawberry Chutney Recipe - Strawberry Chutney Recipe
ingredient_18295,ingredient,230,230
recipe_18296,recipe,9776,Homemade Tagliatelle Pasta with Capers and Bell peppers Recipe
recipe_18297,recipe,9777,Indian Style Fajitas Recipe
ingredient_18298,ingredient,10 phulka vivatta whole wheat flour,10 phulka vivatta whole wheat flour
ingredient_18299,ingredient,green zucchini chopped,green zucchini chopped
ingredient_18300,ingredient,green bell peppers chopped,green bell peppers chopped
ingredient_18301,ingredient,mexican seasoning or each of cumin powder,mexican seasoning or each of cumin powder
recipe_18302,recipe,9778,Cabbage Besan Fry Recipe
recipe_18303,recipe,9779,Traditional Steamed Modak Recipe (Ukadiche Modak With Rice flour)
ingredient_18304,ingredient,3 to 4 cardamom elaichi pods seeds powdered,3 to 4 cardamom elaichi pods seeds powdered
ingredient_18305,ingredient,5 badam almond sliced,5 badam almond sliced
ingredient_18306,ingredient,raisins optional,raisins optional
ingredient_18307,ingredient,chironji optional,chironji optional
ingredient_18308,ingredient,6 to 7 pistachios sliced,6 to 7 pistachios sliced
recipe_18309,recipe,9780,Badam Nu Gosht Recipe - Parsi Style Mutton In Almond Gravy
ingredient_18310,ingredient,5 black pepper corns,5 black pepper corns
recipe_18311,recipe,9781,Homemade Whole Wheat Pav Recipe / Ladi Pav
ingredient_18312,ingredient,milk luke warm,milk luke warm
recipe_18313,recipe,9782,Potato Bonda Recipe Flavoured With Sambar Powder in Hindi
recipe_18314,recipe,9783,Smoked Dhaba Dal Recipe
recipe_18315,recipe,9784,"Whole Wheat Pizza With Egg, Bell Peppers And Fresh Basil Recipe"
ingredient_18316,ingredient,1 pizza base whole wheat,1 pizza base whole wheat
ingredient_18317,ingredient,1 2 red bell pepper capsicum cut into long strips,1 2 red bell pepper capsicum cut into long strips
ingredient_18318,ingredient,8 basil leaves chiffonade,8 basil leaves chiffonade
ingredient_18319,ingredient,1 pinch garlic salt,1 pinch garlic salt
ingredient_18320,ingredient,1 fresno pepper finely chopped,1 fresno pepper finely chopped
recipe_18321,recipe,9785,Gorikayi Palya Recipe - Karnataka Style Gawar Phali Sabzi
ingredient_18322,ingredient,gawar phali kothavarangai cluster beans snapped to bite size,gawar phali kothavarangai cluster beans snapped to bite size
